exercicio,demonstrativo,periodo,periodicidade,instituicao,cod_ibge,uf,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),Impostos,Impostos,448398653.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),Impostos,Impostos,93659875.01
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (b/a),Impostos,Impostos,20.89
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),Impostos,Impostos,480419058.73
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (c/a),Impostos,Impostos,107.14
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),Impostos,Impostos,-32020405.73
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,Taxas,Taxas,65529260.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),Taxas,Taxas,65529260.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),Taxas,Taxas,6003227.22
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (b/a),Taxas,Taxas,9.16
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),Taxas,Taxas,64608162.68
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (c/a),Taxas,Taxas,98.59
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),Taxas,Taxas,921097.32
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitaDeContribuicoes,CONTRIBUIÇÕES,209385800.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitaDeContribuicoes,CONTRIBUIÇÕES,209385800.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitaDeContribuicoes,CONTRIBUIÇÕES,37046238.12
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (b/a),ReceitaDeContribuicoes,CONTRIBUIÇÕES,17.69
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitaDeContribuicoes,CONTRIBUIÇÕES,209920644.62
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (c/a),ReceitaDeContribuicoes,CONTRIBUIÇÕES,100.26
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitaDeContribuicoes,CONTRIBUIÇÕES,-534844.62
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ContribuicoesSociais,Contribuições Sociais,145854790.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ContribuicoesSociais,Contribuições Sociais,145854790.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),ContribuicoesSociais,Contribuições Sociais,25130906.43
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (b/a),ContribuicoesSociais,Contribuições Sociais,17.23
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ContribuicoesSociais,Contribuições Sociais,141882058.09
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (c/a),ContribuicoesSociais,Contribuições Sociais,97.28
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),ContribuicoesSociais,Contribuições Sociais,3972731.91
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,63531010.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,63531010.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,11915331.69
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (b/a),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,18.76
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,68038586.53
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (c/a),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,107.1
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),ContribuicaoDeIluminacaoPublica,Contribuição para o Custeio do Serviço de Iluminação Pública,-4507576.53
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitaPatrimonial,RECEITA PATRIMONIAL,163563100.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitaPatrimonial,RECEITA PATRIMONIAL,163759810.93
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitaPatrimonial,RECEITA PATRIMONIAL,2250669.13
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (b/a),ReceitaPatrimonial,RECEITA PATRIMONIAL,1.37
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitaPatrimonial,RECEITA PATRIMONIAL,63810465.71
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (c/a),ReceitaPatrimonial,RECEITA PATRIMONIAL,38.97
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitaPatrimonial,RECEITA PATRIMONIAL,99949345.22
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,1252470.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,1252470.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,302881.88
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (b/a),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,24.18
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,948423.99
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (c/a),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,75.72
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitasImobiliarias,Exploração do Patrimônio Imobiliário do Estado,304046.01
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitasDeValoresMobiliarios,Valores Mobiliários,162310630.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitasDeValoresMobiliarios,Valores Mobiliários,162507340.93
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitasDeValoresMobiliarios,Valores Mobiliários,1929234.98
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (b/a),ReceitasDeValoresMobiliarios,Valores Mobiliários,1.19
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitasDeValoresMobiliarios,Valores Mobiliários,62843489.45
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (c/a),ReceitasDeValoresMobiliarios,Valores Mobiliários,38.67
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitasDeValoresMobiliarios,Valores Mobiliários,99663851.48
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),OutrasReceitasPatrimoniais,Demais Receitas Patrimoniais,18552.27
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),OutrasReceitasPatrimoniais,Demais Receitas Patrimoniais,18552.27
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),OutrasReceitasPatrimoniais,Demais Receitas Patrimoniais,-18552.27
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ReceitaDeServicos,RECEITA DE SERVIÇOS,1806830.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ReceitaDeServicos,RECEITA DE SERVIÇOS,2487753.74
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),ReceitaDeServicos,RECEITA DE SERVIÇOS,854072.11
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (b/a),ReceitaDeServicos,RECEITA DE SERVIÇOS,34.33
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ReceitaDeServicos,RECEITA DE SERVIÇOS,3791243.86
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (c/a),ReceitaDeServicos,RECEITA DE SERVIÇOS,152.4
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),ReceitaDeServicos,RECEITA DE SERVIÇOS,-1303490.12
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,1806830.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,2487753.74
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,433061.42
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (b/a),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,17.41
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,2988341.7
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (c/a),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,120.12
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),ServicosAdministrativosEComerciaisGerais,Serviços Administrativos e Comerciais Gerais,-500587.96
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),OutrosServicos,Outros Serviços,421010.69
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),OutrosServicos,Outros Serviços,802902.16
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),OutrosServicos,Outros Serviços,-802902.16
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,1411572178.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,1436208302.68
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,279539815.68
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (b/a),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,19.46
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,1611562763.39
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (c/a),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,112.21
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),TransferenciasCorrentes,TRANSFERÊNCIAS CORRENTES,-175354460.71
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,673049380.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,685059642.89
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,140598577.17
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (b/a),TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,20.52
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,796473395.5
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (c/a),TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,116.26
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),TransferenciasCorrentesDaUniaoEDeSuasEntidades,Transferências da União e de suas Entidades,-111413752.61
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades,Transferências dos Estados e do Distrito Federal e de suas Entidades,397069198.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades,Transferências dos Estados e do Distrito Federal e de suas Entidades,397575103.2
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades,Transferências dos Estados e do Distrito Federal e de suas Entidades,72635909.81
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (b/a),TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades,Transferências dos Estados e do Distrito Federal e de suas Entidades,18.27
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades,Transferências dos Estados e do Distrito Federal e de suas Entidades,449765334.76
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (c/a),TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades,Transferências dos Estados e do Distrito Federal e de suas Entidades,113.13
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades,Transferências dos Estados e do Distrito Federal e de suas Entidades,-52190231.56
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,TransferenciasCorrentesDeOutrasInstituicoesPublicas,Transferências de Outras Instituições Públicas,341453600.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO ATUALIZADA (a),TransferenciasCorrentesDeOutrasInstituicoesPublicas,Transferências de Outras Instituições Públicas,353573556.59
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,No Bimestre (b),TransferenciasCorrentesDeOutrasInstituicoesPublicas,Transferências de Outras Instituições Públicas,66305328.7
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (b/a),TransferenciasCorrentesDeOutrasInstituicoesPublicas,Transferências de Outras Instituições Públicas,18.75
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,Até o Bimestre (c),TransferenciasCorrentesDeOutrasInstituicoesPublicas,Transferências de Outras Instituições Públicas,365324033.13
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,% (c/a),TransferenciasCorrentesDeOutrasInstituicoesPublicas,Transferências de Outras Instituições Públicas,103.32
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,SALDO (a-c),TransferenciasCorrentesDeOutrasInstituicoesPublicas,Transferências de Outras Instituições Públicas,-11750476.54
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 01,M,Padrão,PREVISÃO INICIAL,OutrasReceitasCorrentes,OUTRAS RECEITAS CORRENTES,78873990.0
